PetType_1,PetType_2,Breed_1,Breed_2,Breed_3,AgeMonths,Color_1,Color_2,Color_3,Size_1,Size_2,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,AdoptionLikelihood
1,0,1,1,0,126,1,0,0,1,0,13.515945544407767,1,1,62,7,0,0
1,0,0,1,1,21,0,1,1,1,0,23.144488945552396,1,0,23,448,0,1
1,1,1,0,0,169,1,0,0,1,0,29.785333838868148,1,0,44,264,0,0
0,1,0,0,1,152,0,1,0,1,0,20.11200575187104,1,1,52,475,1,0
1,0,0,1,0,35,0,1,1,1,0,2.4632115479835885,1,0,46,385,1,0
1,0,1,1,0,30,0,1,0,0,1,4.032323077875904,1,0,19,77,0,1
1,1,1,0,0,57,1,0,0,0,1,26.549118459626527,1,1,88,396,1,0
0,0,0,0,0,47,0,1,1,0,0,16.297382392189583,1,0,84,239,0,0
0,0,0,0,0,163,1,0,0,1,0,24.92027762247646,1,0,47,257,0,0
0,1,0,0,1,19,0,1,1,0,0,25.841757750522856,1,0,52,195,1,1
1,0,0,1,1,114,1,0,0,0,1,27.902561703486057,1,0,24,459,0,1
1,1,1,0,0,8,0,1,0,0,1,28.545046959104607,1,0,17,431,0,1
0,0,0,0,0,26,0,1,0,0,1,17.08994809859588,1,0,89,329,0,1
1,0,1,1,0,113,1,0,0,1,0,10.889584995424983,0,0,46,130,0,0
0,1,0,0,1,71,0,1,1,1,0,28.89408135609196,1,0,64,451,0,0
1,1,1,0,1,30,0,0,1,0,1,16.87478577403553,0,0,28,389,0,0
0,1,0,0,1,135,0,1,0,0,0,2.86332896568372,0,1,50,342,0,0
1,1,1,0,1,67,0,1,0,0,0,19.640519951736085,1,1,64,260,0,0
1,0,0,1,1,65,0,0,1,0,1,18.042857761455313,0,0,28,241,0,1
0,1,0,0,1,36,1,0,0,0,0,26.977993313946474,1,1,86,386,1,0
1,0,0,1,1,25,0,1,1,0,1,19.942428485576563,0,0,56,393,1,1
1,1,1,0,0,37,1,0,0,0,0,11.12252030938499,0,0,59,170,0,0
1,0,0,1,0,1,0,0,0,0,1,29.02054604546879,1,0,5,146,0,1
1,0,0,1,1,143,0,1,0,0,0,24.246965093478973,1,0,54,269,1,1
0,1,0,0,1,37,0,0,0,1,0,19.282110933059275,1,1,44,148,0,0
0,1,0,0,1,141,0,1,0,0,1,9.494830898690564,1,0,42,379,0,1
0,1,0,0,1,136,0,1,0,0,1,11.83266859311457,0,0,72,298,0,0
0,0,0,0,0,133,0,0,0,0,0,20.429127798803044,1,0,57,27,1,0
1,1,1,0,0,128,0,0,0,0,1,3.08744373543633,1,0,47,148,0,1
1,0,0,1,1,127,1,0,0,0,1,8.44373715785764,1,0,76,419,0,1
0,0,0,0,0,1,0,0,0,0,1,21.70312706850134,1,1,25,279,0,1
0,1,0,0,1,164,1,0,0,1,0,14.920536785494006,1,0,44,181,0,0
1,1,1,0,0,35,1,0,0,1,0,12.669413379618474,1,0,15,165,0,0
0,1,0,0,1,104,1,0,0,0,0,5.39227104961202,1,0,51,16,0,0
0,0,0,0,0,23,0,1,0,1,0,13.813621999854245,1,0,53,149,0,1
1,1,1,0,1,9,0,1,0,0,0,23.350067152046783,1,0,34,338,0,1
0,0,0,0,0,34,0,0,0,1,0,8.656372536084898,0,0,77,44,0,0
1,1,1,0,0,174,0,1,0,0,0,1.156557723326645,1,0,8,329,1,0
1,1,1,0,0,128,0,0,0,1,0,20.3866421333785,1,0,77,188,1,0
0,0,0,0,0,4,0,1,0,1,0,29.206171528544026,1,1,70,138,0,0
0,1,0,0,1,158,0,1,1,0,0,18.597970344068905,1,0,21,60,0,0
0,1,0,0,1,102,0,1,1,0,1,4.4777339088867745,0,0,7,293,0,0
0,0,0,0,0,75,0,0,0,0,1,10.30125967799552,1,1,79,321,0,0
0,1,0,0,1,99,0,1,0,1,0,26.161606826886477,1,0,56,32,1,0
0,1,0,0,1,72,0,1,0,0,0,7.744474153448029,0,0,49,298,0,0
1,0,0,1,0,3,1,0,0,0,1,18.623181201430633,1,0,42,414,0,1
1,1,1,0,0,142,0,0,1,0,0,12.677465039365938,1,0,23,111,1,0
0,0,0,0,0,173,0,0,0,0,1,7.027467921169822,1,0,52,290,1,1
1,0,1,1,0,34,0,0,1,0,0,24.58879991337571,1,0,79,36,0,0
1,1,1,0,0,45,0,0,1,1,0,22.542107017505018,1,1,53,430,0,0
1,1,1,0,0,61,0,0,0,0,0,20.186140912818697,0,1,16,494,0,0
1,1,1,0,0,83,0,1,0,0,1,7.853761117793785,1,0,37,99,1,1
1,0,1,1,0,123,0,0,0,1,0,3.837853078777051,1,0,18,22,1,0
0,0,0,0,0,102,0,0,1,0,0,17.70862056495302,0,1,20,419,0,0
0,1,0,0,1,16,0,1,0,0,1,17.05665717264357,1,0,46,423,0,1
1,1,1,0,0,66,0,1,1,1,0,6.463165270711317,1,0,2,486,0,0
1,0,1,1,0,168,0,0,0,0,0,2.631154135140002,1,0,87,217,0,0
0,0,0,0,0,145,0,0,0,0,1,3.3405451716255934,1,1,63,88,0,0
0,0,0,0,0,119,0,1,0,0,0,29.79035860886928,1,0,3,208,0,0
1,0,0,1,1,162,0,1,1,0,0,23.723932947543627,1,0,46,270,0,1
0,0,0,0,0,124,0,1,1,1,0,27.737636802990007,1,0,49,420,1,0
0,1,0,0,1,144,0,1,0,1,0,6.656586944854537,0,1,1,236,0,0
1,1,1,0,0,102,1,0,0,0,1,28.85648755337962,1,0,22,387,0,1
1,0,0,1,0,66,0,0,0,1,0,5.136976192721701,1,0,14,405,0,0
1,1,1,0,0,13,0,0,0,0,1,15.763373028427662,1,0,85,208,1,1
1,1,1,0,1,111,0,0,1,0,0,25.061174848094854,1,0,45,277,0,0
1,1,1,0,0,159,0,1,0,0,0,11.144297280835803,1,0,6,464,1,0
0,1,0,0,1,34,0,0,1,0,1,13.320027462130115,1,1,65,205,0,0
0,0,0,0,0,39,0,0,1,0,0,4.717368198673838,0,0,21,77,1,0
0,1,0,0,1,136,0,1,1,1,0,4.56473451997021,1,0,4,400,1,0
0,0,0,0,0,120,0,0,0,0,0,18.967478518581128,0,0,3,327,0,0
1,1,1,0,0,126,0,0,1,1,0,20.590438689981646,1,0,30,97,1,0
0,1,0,0,1,55,0,1,1,0,1,23.542642908383606,1,0,31,345,0,1
1,0,0,1,0,27,0,1,0,0,1,17.143779527770853,1,0,34,364,0,1
1,0,0,1,1,118,0,0,1,0,0,19.727019475577872,0,1,83,349,0,0
0,1,0,0,1,53,0,0,0,0,0,1.3920008792918817,1,0,20,469,0,0
1,1,1,0,0,39,0,0,1,1,0,5.702951086978453,0,0,87,335,1,0
1,1,1,0,0,65,0,1,0,1,0,29.562528214490236,0,0,54,93,1,0
1,0,0,1,0,145,0,0,1,0,0,3.203811683159122,1,0,25,79,0,0
0,0,0,0,0,158,0,0,0,0,0,20.684858445547103,1,0,15,37,0,0
0,1,0,0,1,13,0,1,1,0,1,6.10639635791977,0,0,38,407,0,1
1,0,0,1,1,21,0,0,0,0,1,21.784838987261615,0,0,23,227,0,1
0,0,0,0,0,147,0,1,1,0,1,21.47372168589781,1,0,52,482,0,1
1,0,1,1,0,53,1,0,0,0,0,7.791772733854615,1,0,66,133,1,0
0,1,0,0,1,19,0,0,0,0,0,8.81939757735692,0,0,57,195,0,0
1,1,1,0,0,57,0,0,0,0,0,19.98835069446056,1,0,57,465,0,0
0,0,0,0,0,25,0,1,0,0,1,12.312495124626196,1,1,79,389,1,0
0,1,0,0,1,31,0,0,1,0,0,6.641891121297427,1,0,52,281,0,0
1,0,0,1,1,81,0,1,1,1,0,22.21870836483697,1,1,35,100,0,0
0,0,0,0,0,23,0,1,1,0,0,5.470278205753691,0,0,74,474,0,0
0,0,0,0,0,32,0,1,0,0,0,25.81366626020345,1,0,14,424,0,0
1,1,1,0,1,74,0,1,0,0,0,15.925416197502999,1,0,14,74,1,0
0,1,0,0,1,10,0,0,1,0,0,4.06531751249972,1,0,33,293,0,1
0,0,0,0,0,54,0,0,1,0,0,21.128097672398546,1,0,52,207,0,0
1,1,1,0,1,52,0,0,0,1,0,16.055728147661675,1,0,1,82,0,0
0,0,0,0,0,148,1,0,0,1,0,9.643669582049476,0,0,34,426,0,0
1,0,1,1,0,160,0,0,1,0,0,13.253642026491791,0,0,19,436,1,0
1,1,1,0,1,114,0,1,0,0,1,9.651794564037464,0,0,24,142,1,0
1,0,0,1,1,14,0,0,1,0,0,8.627749236540737,1,1,4,473,1,1
0,1,0,0,1,178,0,1,1,0,0,5.744644204467654,1,0,36,55,0,0
1,0,0,1,1,156,1,0,0,0,0,11.5202468609868,1,0,77,360,0,1
1,0,1,1,0,110,0,0,0,0,1,8.278628983166051,0,0,58,439,0,0
0,1,0,0,1,53,0,1,1,0,1,20.819600124563596,1,1,32,286,0,0
1,0,1,1,0,152,0,1,1,0,1,20.832425493735883,1,0,9,210,0,1
1,0,0,1,0,79,1,0,0,1,0,15.553367034113514,1,0,80,440,0,0
1,1,1,0,0,22,0,0,0,0,1,23.56039129663931,1,0,67,178,1,1
0,1,0,0,1,30,0,1,0,1,0,25.398851851175397,0,0,20,407,0,0
0,1,0,0,1,4,0,0,0,1,0,17.81322726559392,1,0,74,57,0,1
1,1,1,0,1,59,0,0,1,0,1,18.949119720139578,1,0,62,72,0,1
0,0,0,0,0,8,0,1,1,0,1,9.20369138380459,0,1,58,214,0,0
1,0,0,1,1,12,0,0,1,0,1,26.951206820460072,1,1,22,387,0,1
1,0,1,1,0,119,0,1,0,1,0,1.701975288253365,0,0,67,265,0,0
0,1,0,0,1,159,0,0,1,0,0,11.109471613842524,1,1,75,446,0,0
0,0,0,0,0,34,0,0,0,0,1,21.932212224945825,1,0,89,72,0,1
0,1,0,0,1,82,0,0,1,0,1,3.322595780463676,0,1,48,466,1,0
0,1,0,0,1,98,0,1,0,0,1,6.311916295420486,1,0,8,270,0,1
0,1,0,0,1,127,0,1,0,1,0,18.089286108022684,1,0,73,498,0,0
1,0,0,1,0,75,0,1,0,1,0,17.23981647244318,0,1,15,353,0,0
0,0,0,0,0,105,0,0,0,0,0,22.428920587797695,1,1,32,233,0,0
0,1,0,0,1,49,0,1,0,0,1,24.56576653355698,0,0,53,318,1,0
1,0,0,1,1,79,0,1,1,1,0,4.728807776838405,1,0,67,18,0,1
0,0,0,0,0,93,0,1,0,0,0,1.5330487034820195,0,0,4,112,0,0
1,0,0,1,1,154,0,0,1,0,1,20.999517070108276,0,1,30,62,1,0
1,0,1,1,0,18,0,0,1,1,0,9.740362077224418,0,0,13,371,0,0
0,1,0,0,1,96,0,0,1,0,1,19.153533503620654,0,0,21,183,0,0
0,0,0,0,0,38,0,0,0,0,1,5.365793053804516,1,0,41,276,0,1
0,0,0,0,0,87,0,0,1,1,0,14.602161353312924,0,0,19,161,0,0
1,1,1,0,1,88,0,0,0,1,0,15.62831763583967,1,0,48,242,1,0
0,0,0,0,0,50,0,0,0,1,0,17.96725667482327,0,0,86,144,0,0
1,0,0,1,0,8,0,1,0,0,1,15.881930473586367,0,0,63,145,0,1
1,0,1,1,0,169,0,1,1,0,1,15.375032336632703,1,0,20,80,0,1
1,0,0,1,0,134,0,1,0,0,0,10.649290465531811,1,0,64,321,0,0
0,0,0,0,0,69,0,1,0,0,1,3.0642268532245005,1,0,37,434,0,1
0,0,0,0,0,172,0,0,0,1,0,3.596085707108427,1,0,31,320,0,0
1,1,1,0,1,121,0,0,0,0,1,13.579569957807456,0,0,74,42,0,0
0,1,0,0,1,64,0,0,1,0,0,11.318000706808798,1,0,18,312,0,0
0,0,0,0,0,157,0,0,1,0,0,15.967909335560435,0,0,20,393,1,0
1,0,1,1,0,156,0,1,0,1,0,9.840306908431742,0,0,82,292,0,0
0,0,0,0,0,139,1,0,0,1,0,20.949392652204406,1,0,11,175,0,0
0,0,0,0,0,121,1,0,0,0,0,26.054689838275806,1,0,86,375,0,0
1,1,1,0,1,65,0,0,1,0,0,9.667032474819163,1,0,44,68,1,0
1,1,1,0,1,107,1,0,0,0,0,6.596536230231829,0,1,82,55,1,0
1,0,0,1,1,147,0,0,1,1,0,4.369236653368585,1,0,64,118,1,1
0,1,0,0,1,137,0,0,0,0,0,18.871367176553562,1,1,34,203,0,0
0,0,0,0,0,155,0,1,0,0,0,13.871823743076513,1,0,87,419,1,0
1,1,1,0,1,162,0,1,1,1,0,6.452455798692379,0,1,65,414,0,0
1,0,1,1,0,172,0,1,0,0,1,19.940965265463806,0,0,55,54,0,0
0,0,0,0,0,100,0,0,1,0,1,5.306012307153248,1,0,74,37,0,1
1,0,0,1,1,82,0,0,1,0,0,17.074720469590623,1,1,1,242,1,0
1,0,0,1,0,143,0,1,0,0,1,16.287303067132676,1,0,38,200,1,1
1,1,1,0,1,51,0,0,1,0,1,22.292606234396416,1,0,9,235,1,1
0,1,0,0,1,141,1,0,0,0,1,2.5981795582793357,0,0,71,473,1,0
0,1,0,0,1,83,1,0,0,0,1,26.74831502368858,1,1,17,14,0,0
1,0,0,1,0,177,0,0,1,0,0,21.386760058257764,1,0,52,143,0,0
0,1,0,0,1,112,0,0,1,0,1,7.267653952114104,0,0,18,76,0,0
1,1,1,0,0,56,1,0,0,0,1,6.31875510968245,0,0,63,472,1,0
1,1,1,0,0,179,0,0,1,1,0,13.51814621016972,1,0,33,477,0,0
1,1,1,0,0,165,0,0,1,0,0,24.70939455679331,1,0,4,308,1,0
0,1,0,0,1,145,0,1,0,1,0,25.445549801034108,1,0,87,439,0,0
1,1,1,0,0,157,0,1,1,1,0,16.093226672042107,0,1,75,262,0,0
0,1,0,0,1,161,1,0,0,0,0,25.963515017915388,1,0,52,184,0,0
0,1,0,0,1,60,0,1,0,0,1,1.1578675665590266,0,0,9,54,0,0
0,0,0,0,0,120,0,1,1,1,0,2.0200643144163015,1,0,64,307,1,0
1,1,1,0,0,138,0,0,1,0,0,27.44282621546554,1,0,30,3,0,0
1,0,1,1,0,175,0,0,1,0,1,23.484625966691564,0,0,8,298,0,0
0,1,0,0,1,23,0,1,0,0,0,14.070475689261185,0,0,5,39,0,0
0,1,0,0,1,149,0,0,1,1,0,22.854693812861626,1,0,76,229,0,0
0,1,0,0,1,13,0,0,0,0,1,28.713544389979226,1,0,63,376,0,1
0,1,0,0,1,101,0,1,0,0,1,23.390596192557265,0,0,1,285,0,0
1,1,1,0,1,161,0,1,1,0,0,25.428768680731338,1,0,15,137,1,0
0,0,0,0,0,24,0,1,0,0,1,23.05759086031179,1,0,89,477,0,1
0,1,0,0,1,108,1,0,0,1,0,5.878121680572706,0,0,82,102,0,0
1,0,1,1,0,11,0,1,0,1,0,25.173649179726365,1,0,38,6,0,1
1,0,1,1,0,17,0,0,1,1,0,6.658155780702091,1,0,42,163,0,1
1,1,1,0,0,175,0,0,1,0,0,26.885728513280263,1,1,46,418,0,0
1,1,1,0,1,25,0,0,0,0,1,14.300847044351201,1,0,53,471,0,1
0,1,0,0,1,94,0,0,0,0,1,20.632325817019826,0,0,26,422,0,0
0,0,0,0,0,21,0,0,0,0,1,15.41998458853866,1,0,61,419,0,1
1,1,1,0,1,84,0,1,1,1,0,3.725736953081459,1,1,67,364,0,0
1,1,1,0,1,140,0,0,0,0,1,9.430946920999288,1,0,54,275,1,1
0,0,0,0,0,37,0,1,1,1,0,29.528223765913175,1,1,22,48,1,0
1,0,0,1,0,42,0,0,0,0,1,28.860727798424705,0,0,26,95,0,0
0,0,0,0,0,145,0,1,1,1,0,10.294120032010872,1,1,83,58,0,0
0,1,0,0,1,101,0,1,0,0,1,29.892607323111548,1,0,60,230,0,1
1,0,0,1,0,48,0,1,0,0,0,25.52098466941009,0,0,39,176,0,0
1,0,0,1,0,103,0,0,1,0,0,18.717825483535385,1,0,36,89,1,0
1,0,1,1,0,28,0,1,1,1,0,2.163613987569275,1,1,21,281,1,0
0,0,0,0,0,41,1,0,0,1,0,27.141958056613007,1,0,41,35,0,0
0,0,0,0,0,99,0,0,1,0,1,17.165449098665274,0,0,48,170,0,0
0,1,0,0,1,47,0,1,0,0,1,26.185808384880318,0,0,26,125,0,0
0,0,0,0,0,146,0,1,1,0,0,25.198444477266527,1,0,63,482,0,0
0,0,0,0,0,105,0,0,0,0,1,25.157180240831497,1,0,77,298,1,1
1,1,1,0,0,124,1,0,0,1,0,21.247041960732247,1,0,36,354,0,0
1,1,1,0,1,13,0,1,0,1,0,9.45103902160541,1,0,24,203,0,1
1,1,1,0,1,141,0,0,1,1,0,10.748647474591076,0,1,21,288,0,0
1,0,0,1,1,100,0,1,1,1,0,9.945607164897904,1,0,18,355,0,1
0,0,0,0,0,31,1,0,0,1,0,1.5813339864443763,1,0,15,461,0,0
1,0,0,1,1,130,0,1,1,0,0,17.894498367229524,1,0,79,96,0,1
0,0,0,0,0,16,0,0,0,0,0,21.266176442934952,0,1,6,237,0,0
0,0,0,0,0,137,0,0,1,1,0,25.762113812230904,0,0,43,172,1,0
0,0,0,0,0,73,0,1,1,0,1,5.064797568099181,1,0,31,300,1,1
1,0,0,1,1,166,0,1,0,1,0,16.78131132032725,0,1,28,87,0,0
0,0,0,0,0,54,0,0,1,0,0,1.232236079539703,0,0,8,398,1,0
0,1,0,0,1,100,0,1,0,1,0,3.7577157836111548,0,0,29,350,0,0
0,1,0,0,1,109,0,1,1,0,0,2.572140581973799,1,0,21,16,1,0
1,1,1,0,0,87,0,0,1,0,0,22.03886298644912,1,1,81,139,1,0
1,1,1,0,1,173,0,1,0,1,0,3.3507273524504915,1,0,88,253,0,0
1,1,1,0,0,162,0,0,0,1,0,21.77713646520491,0,0,58,277,1,0
0,0,0,0,0,137,0,0,0,0,1,8.239116427906918,1,0,60,150,0,1
0,0,0,0,0,8,0,1,1,0,0,26.453675860211245,0,0,50,345,0,0
1,0,1,1,0,7,0,0,1,0,1,24.58134966255061,1,1,31,333,0,1
0,1,0,0,1,36,1,0,0,1,0,28.77707630678302,1,0,47,139,1,0
0,1,0,0,1,18,0,0,1,0,0,26.629098448282924,1,0,34,113,1,1
0,1,0,0,1,3,0,0,0,0,1,28.06655315437407,0,1,2,67,0,0
1,0,0,1,1,28,0,1,0,0,1,25.903529498885923,0,0,67,365,0,1
0,0,0,0,0,70,1,0,0,0,1,21.108075117830808,1,0,72,178,0,1
0,1,0,0,1,172,0,1,1,1,0,5.9375154116376425,1,1,52,124,1,0
1,0,0,1,0,149,1,0,0,1,0,8.879518046768695,0,0,7,396,0,0
0,1,0,0,1,28,0,1,1,1,0,7.169082017777919,1,0,76,312,1,0
1,1,1,0,0,54,1,0,0,0,0,18.503987842087962,1,0,19,310,0,0
1,0,0,1,1,65,0,1,1,1,0,15.60497820123444,1,0,15,337,0,1
0,0,0,0,0,100,0,1,1,0,0,26.145319917594286,1,1,78,362,0,0
0,0,0,0,0,21,1,0,0,0,1,28.627513128473193,0,0,48,411,1,1
1,0,1,1,0,13,1,0,0,0,1,12.740936798926185,0,0,14,357,0,1
0,1,0,0,1,57,0,1,1,1,0,15.684166045143558,0,0,3,232,1,0
1,1,1,0,0,49,0,0,0,0,1,29.173974347320037,1,0,50,427,0,1
1,1,1,0,0,118,1,0,0,1,0,9.010929307071162,0,1,54,146,0,0
0,0,0,0,0,54,0,0,1,0,0,23.979332485405596,1,0,6,429,1,0
0,1,0,0,1,138,0,1,0,0,1,7.531957167722142,0,1,49,110,1,0
1,0,0,1,1,53,0,1,1,1,0,20.762343347332887,1,0,23,362,1,1
0,1,0,0,1,44,0,1,1,0,1,8.35485320151836,1,0,78,357,0,1
0,1,0,0,1,47,0,1,0,0,1,26.62826827611022,0,0,78,237,0,0
1,1,1,0,0,53,0,0,0,1,0,17.28286036836363,0,1,20,2,0,0
0,1,0,0,1,74,0,1,0,0,1,6.392075585357153,1,0,77,210,0,1
0,1,0,0,1,46,1,0,0,0,1,7.506706095256095,0,0,60,403,1,0
0,0,0,0,0,13,0,1,0,0,1,15.321626675534908,0,0,45,24,0,1
0,1,0,0,1,165,0,1,1,0,1,28.886458741671486,0,0,61,330,0,0
0,1,0,0,1,102,0,1,0,0,0,23.31962275262598,1,0,56,183,0,0
1,1,1,0,0,24,0,0,1,0,1,15.160979641949508,1,1,2,464,0,0
1,0,0,1,1,2,1,0,0,0,1,10.793855192304296,1,0,45,60,0,1
1,0,0,1,0,81,0,1,0,1,0,16.928786307104836,0,0,40,122,0,0
0,0,0,0,0,100,0,1,1,0,0,22.70246416942997,1,0,24,496,0,0
1,1,1,0,1,142,1,0,0,1,0,23.7339290651312,1,0,29,54,0,0
0,1,0,0,1,138,0,1,1,1,0,10.413655144811395,1,0,67,162,1,0
0,0,0,0,0,163,0,0,0,1,0,21.91361877820244,0,0,68,461,0,0
0,0,0,0,0,153,0,0,1,0,0,20.075874621049397,1,0,66,186,0,0
1,0,0,1,1,131,0,0,0,1,0,28.814256467892523,1,0,84,38,1,1
0,1,0,0,1,111,0,0,1,1,0,28.00161842473243,1,0,54,184,1,0
0,1,0,0,1,102,0,1,0,1,0,23.892000442503733,0,0,53,82,1,0
1,1,1,0,0,17,1,0,0,0,1,21.978445976792923,0,0,79,194,1,1
0,1,0,0,1,12,0,1,0,1,0,8.947206101424,0,0,49,33,0,0
1,1,1,0,0,116,0,0,1,0,0,25.53299242685747,0,0,32,112,0,0
1,0,1,1,0,24,0,0,1,0,0,13.397665407687619,1,0,61,424,0,0
1,1,1,0,0,29,0,0,1,0,1,8.894975732675295,1,0,42,405,0,1
1,0,1,1,0,171,0,1,1,0,0,12.140661980650412,1,0,1,229,1,0
0,1,0,0,1,153,1,0,0,0,0,25.24212921047873,0,0,63,282,0,0
0,1,0,0,1,122,0,1,0,0,1,5.310363251758665,0,0,35,404,1,0
0,1,0,0,1,90,0,1,0,1,0,14.228603492474852,0,0,51,424,1,0
1,0,1,1,0,65,0,0,0,0,1,15.278370241355201,0,1,71,286,0,0
0,1,0,0,1,84,0,0,1,1,0,2.0622612303657624,1,0,45,154,1,0
1,0,0,1,0,119,0,0,1,1,0,6.676634856896794,0,0,77,164,0,0
1,1,1,0,1,156,0,0,1,0,0,24.975530428699837,0,1,65,449,0,0
1,0,0,1,1,16,0,1,0,0,1,25.09225426924806,1,0,14,181,1,1
1,1,1,0,1,175,0,0,0,0,0,9.480037432643192,1,0,3,238,0,0
0,1,0,0,1,104,0,1,1,0,0,26.37201980333986,1,0,24,136,1,0
0,0,0,0,0,92,1,0,0,1,0,23.381705232982085,1,0,65,338,0,0
0,1,0,0,1,27,0,1,1,0,0,13.119317030066874,0,0,48,425,0,0
1,0,0,1,1,170,0,1,0,0,1,22.703783987746096,1,0,10,419,1,1
0,1,0,0,1,175,0,0,1,0,0,28.878704304649382,1,0,13,265,0,0
1,0,1,1,0,162,1,0,0,0,0,14.310121823895116,1,0,73,186,0,0
1,1,1,0,1,165,0,1,0,1,0,7.914388189651025,1,0,14,39,0,0
1,1,1,0,1,134,0,1,0,0,1,28.31267850145452,0,0,10,309,1,0
0,0,0,0,0,135,0,1,0,0,0,18.508584368334436,1,0,40,492,0,0
0,0,0,0,0,153,1,0,0,1,0,4.052689711932333,0,0,23,166,1,0
1,1,1,0,1,33,1,0,0,0,0,17.607801659843993,1,0,55,390,0,0
0,0,0,0,0,55,0,0,0,0,1,15.516845794000663,1,0,63,259,0,1
1,0,0,1,1,7,0,0,0,0,0,25.81207792819134,1,0,71,142,1,1
1,0,1,1,0,57,0,1,1,0,0,16.39016050314212,1,0,42,203,0,0
1,0,0,1,0,126,1,0,0,1,0,8.401740595984219,1,1,66,175,0,0
1,1,1,0,0,12,1,0,0,0,0,20.59367785208177,0,1,79,261,1,0
0,1,0,0,1,16,1,0,0,1,0,16.734688123531825,1,0,73,251,1,1
1,0,0,1,1,43,0,0,0,0,1,7.758294219739301,1,0,47,328,0,1
0,1,0,0,1,117,0,1,0,0,0,17.63520788034433,0,0,81,418,0,0
1,0,1,1,0,135,0,0,1,0,1,24.824531758800898,1,0,52,199,1,1
0,1,0,0,1,111,0,0,0,0,1,1.8285566139963025,1,1,18,198,1,0
0,0,0,0,0,51,1,0,0,0,0,19.29468012070824,1,0,79,195,1,0
0,1,0,0,1,160,0,0,0,1,0,11.13797067774737,1,1,18,313,0,0
1,1,1,0,1,75,0,1,1,0,1,9.4874719270233,1,0,24,76,1,1
0,1,0,0,1,8,1,0,0,0,1,12.385044760472226,0,0,23,18,0,1
0,1,0,0,1,45,0,1,1,0,0,10.918657263191468,0,0,12,61,0,0
1,0,1,1,0,59,1,0,0,0,0,25.134934094544807,1,0,23,326,0,0
0,1,0,0,1,132,0,0,0,0,0,8.969136512269117,1,0,21,393,0,0
0,1,0,0,1,104,0,1,0,0,0,22.261437670090977,1,0,64,280,0,0
1,1,1,0,1,157,0,0,1,0,0,3.727734786629073,0,0,72,427,0,0
1,0,1,1,0,157,0,1,1,0,0,28.590494802048052,0,0,34,249,0,0
1,0,0,1,1,98,0,0,0,1,0,19.047182480208,0,0,2,226,0,0
1,0,0,1,1,156,0,1,0,0,1,21.494838734292244,1,0,69,126,0,1
1,1,1,0,0,79,0,0,0,1,0,9.64314063073908,1,1,31,57,0,0
1,0,1,1,0,124,0,1,1,1,0,12.950800492535324,1,0,68,408,0,0
1,1,1,0,0,172,0,0,1,0,0,7.4895732018583105,0,0,70,476,0,0
1,1,1,0,1,4,0,0,0,0,1,28.043546488264493,0,1,87,375,0,0
0,0,0,0,0,90,1,0,0,1,0,15.155028965939954,1,0,19,203,0,0
1,1,1,0,1,104,0,1,0,0,0,19.28299535408171,0,0,72,242,1,0
1,1,1,0,1,137,0,0,0,0,0,22.293888885390746,1,1,13,366,1,0
0,0,0,0,0,119,0,1,0,0,1,11.76207664188663,1,0,65,423,1,1
1,1,1,0,1,133,1,0,0,1,0,21.882947981635095,1,0,6,331,0,0
0,0,0,0,0,56,0,0,1,1,0,20.603782202933864,1,0,71,499,0,0
0,1,0,0,1,96,0,0,1,1,0,21.46412068234445,1,0,27,325,0,0
1,0,0,1,0,178,1,0,0,0,0,15.187667105933773,0,0,79,251,1,0
1,0,0,1,0,75,0,1,0,0,1,12.105184086456896,1,1,52,393,0,0
0,0,0,0,0,143,0,0,0,0,1,7.440383458060706,1,0,87,321,0,1
1,1,1,0,0,32,1,0,0,1,0,24.914164231225893,0,0,48,375,0,0
1,1,1,0,0,28,0,1,1,0,0,18.642151349418683,1,0,88,492,0,0
0,0,0,0,0,22,0,1,0,1,0,13.886213686827354,0,0,79,408,1,0
0,0,0,0,0,17,0,0,1,0,1,28.37588129460773,0,1,68,198,1,0
0,1,0,0,1,59,1,0,0,0,0,2.3873255627041257,0,0,44,487,1,0
1,0,1,1,0,90,0,0,1,1,0,25.65498641094638,1,1,17,342,0,0
0,1,0,0,1,106,0,1,0,1,0,29.9298951954332,1,0,38,239,1,0
0,1,0,0,1,26,0,0,1,0,0,26.721321215603155,1,0,10,138,0,0
0,1,0,0,1,25,1,0,0,0,1,24.502660982853133,0,1,54,121,1,0
1,1,1,0,1,138,0,1,0,0,0,11.854873808783415,1,1,6,419,0,0
1,1,1,0,1,45,0,1,1,1,0,7.7081112856065115,1,1,6,48,0,0
1,1,1,0,0,83,1,0,0,1,0,22.31066509448843,1,0,52,303,0,0
0,0,0,0,0,11,0,0,0,1,0,9.832685622368484,0,0,15,114,0,0
0,0,0,0,0,104,1,0,0,1,0,6.1051507824941496,0,0,68,342,1,0
0,0,0,0,0,68,0,1,0,0,1,23.809250726004148,0,1,57,250,1,0
0,0,0,0,0,95,1,0,0,0,1,10.063765914864945,1,0,56,490,0,1
0,1,0,0,1,156,0,1,1,1,0,27.51881015513281,1,0,7,6,0,0
0,1,0,0,1,65,0,1,1,0,1,25.378346699754633,1,0,51,218,0,1
0,1,0,0,1,49,0,0,0,0,1,25.5815695557684,1,0,58,76,1,1
